,model,backend,architecture,number_of_operations,number_of_unmapped_operations,total_parameters,trainable_parameters,non_trainable_parameters,running_time,power_draw,validation_size,batch_size,accuracy_k1,accuracy_k3,accuracy_k5,accuracy_k10,fsize,approx_USB_power_draw,task,dataset,environment
112,ResNet152V2,CPU,Desktop,,,60380648.0,60236904.0,143744.0,0.1271083800494671,0.0,12000.0,64.0,0.6845,0.8335833333333333,0.871,0.9114166666666667,,7.922666812878795,infer,imagenet,Desktop CPU
113,ResNet152V2,CPU,Laptop,,,60380648.0,60236904.0,143744.0,0.13378025988737743,0.0,12000.0,64.0,0.6845,0.8335833333333333,0.871,0.9114166666666667,,3.6119022411126003,infer,imagenet,Laptop CPU
114,ResNet152V2,CPU,RasPi,,,60380648.0,60236904.0,143744.0,1.1882698001960916,0.0,12000.0,16.0,0.6843584656,0.8337466931,0.8711970899,0.9117890212,,13.070967802157007,infer,imagenet,RasPi CPU
115,ResNet152V2,NCS,Desktop,,,60380648.0,60236904.0,143744.0,0.13659180197450851,0.0,12000.0,1.0,0.6845833333333333,0.8301666666666666,0.86525,0.9009166666666667,,2.2639266795279287,infer,imagenet,Desktop NCS
116,ResNet152V2,NCS,Laptop,,,60380648.0,60236904.0,143744.0,0.13647257200876872,0.0,12000.0,1.0,0.6845833333333333,0.8301666666666667,0.86525,0.9009166666666667,,2.1190984887594784,infer,imagenet,Laptop NCS
117,ResNet152V2,NCS,RasPi,,,60380648.0,60236904.0,143744.0,0.1426328420639038,0.0,12000.0,1.0,0.6845238095,0.8303571429,0.8654100529,0.9012070106,,2.282125473022461,infer,imagenet,RasPi NCS
118,ResNet50,CPU,Desktop,,,25636712.0,25583592.0,53120.0,0.05577292109529178,0.0,12000.0,64.0,0.7044166666666667,0.85075,0.887,0.9253333333333333,102.985688,3.113063808759825,infer,imagenet,Desktop CPU
119,ResNet50,CPU,Laptop,,,25636712.0,25583592.0,53120.0,0.05406509393453598,0.0,12000.0,64.0,0.7044166666666667,0.85075,0.887,0.9253333333333333,102.985688,1.47300843899211,infer,imagenet,Laptop CPU
120,ResNet50,CPU,RasPi,,,25636712.0,25583592.0,53120.0,0.4853434388836225,0.0,12000.0,16.0,0.7043908730333334,0.85084623015,0.88711772485,0.9253816137666666,102.985688,5.338777827719848,infer,imagenet,RasPi CPU
121,ResNet50,NCS,Desktop,,,25636712.0,25583592.0,53120.0,0.0516306237479051,0.0,12000.0,1.0,0.70425,0.8506666666666667,0.8863333333333333,0.9231666666666667,102.985688,0.8620826776740702,infer,imagenet,Desktop NCS
122,ResNet50,NCS,Laptop,,,25636712.0,25583592.0,53120.0,0.05180022597312927,0.0,12000.0,1.0,0.70425,0.8506666666666667,0.8863333333333333,0.9231666666666667,102.985688,0.8497158735709294,infer,imagenet,Laptop NCS
123,ResNet50,NCS,RasPi,,,25636712.0,25583592.0,53120.0,0.055172250916560486,0.0,12000.0,1.0,0.7042265834,0.8507453037399999,0.88643058112,0.92321183922,102.985688,0.8827560146649678,infer,imagenet,RasPi NCS
124,ResNet50,TPU,Desktop,,,25636712.0,25583592.0,53120.0,0.04315003296732903,0.0,12000.0,1.0,0.7006666666666667,0.845,0.8790833333333333,0.9103333333333333,102.985688,0.7323564905720684,infer,imagenet,Desktop TPU
125,ResNet50,TPU,Laptop,,,25636712.0,25583592.0,53120.0,0.04341889216502508,0.0,12000.0,1.0,0.7006666666666667,0.845,0.8790833333333333,0.9103333333333333,102.985688,0.8006828381882388,infer,imagenet,Laptop TPU
126,ResNet50,TPU,RasPi,,,25636712.0,25583592.0,53120.0,0.5285058468580246,0.0,12000.0,1.0,0.7006666666666667,0.8450000000000001,0.8790833333333333,0.9103333333333332,102.985688,8.535369426757097,infer,imagenet,RasPi TPU
127,ResNet50V2,CPU,Desktop,,,25613800.0,25568360.0,45440.0,0.045892147839069364,0.0,12000.0,64.0,0.659,0.8168333333333333,0.8589166666666667,0.9025,,2.75244018116097,infer,imagenet,Desktop CPU
128,ResNet50V2,CPU,Laptop,,,25613800.0,25568360.0,45440.0,0.04502958230177562,0.0,12000.0,64.0,0.659,0.8168333333333333,0.8589166666666667,0.9025,,1.2539506522854003,infer,imagenet,Laptop CPU
129,ResNet50V2,CPU,RasPi,,,25613800.0,25568360.0,45440.0,0.4261029101908207,0.0,12000.0,16.0,0.6589890873,0.8171054894166666,0.8591458333333333,0.9025975529,,4.687132012099028,infer,imagenet,RasPi CPU
130,ResNet50V2,NCS,Desktop,,,25613800.0,25568360.0,45440.0,0.05498025703430176,0.0,12000.0,1.0,0.6588333333333334,0.8151666666666667,0.8548333333333333,0.8950833333333333,,0.9153293513208668,infer,imagenet,Desktop NCS
131,ResNet50V2,NCS,Laptop,,,25613800.0,25568360.0,45440.0,0.05511342147986094,0.0,12000.0,1.0,0.6588333333333334,0.8151666666666667,0.8548333333333333,0.8950833333333333,,0.895246750944231,infer,imagenet,Laptop NCS
132,ResNet50V2,NCS,RasPi,,,25613800.0,25568360.0,45440.0,0.059058306117852524,0.0,12000.0,1.0,0.65882513228,0.81535661376,0.8549965608400001,0.89515185184,,0.9449328978856404,infer,imagenet,RasPi NCS
133,ResNet50V2,TPU,Desktop,,,25613800.0,25568360.0,45440.0,0.044957617978254955,0.0,12000.0,1.0,0.652,0.7984166666666667,0.8394166666666667,0.8725833333333334,,0.7731322229689982,infer,imagenet,Desktop TPU
134,ResNet50V2,TPU,Laptop,,,25613800.0,25568360.0,45440.0,0.04512523297468821,0.0,12000.0,1.0,0.652,0.7984166666666667,0.8394166666666667,0.8725833333333334,,0.8284333056493814,infer,imagenet,Laptop TPU
135,ResNet50V2,TPU,RasPi,,,25613800.0,25568360.0,45440.0,0.5422695701320965,0.0,12000.0,1.0,0.652,0.7984166666666667,0.8394166666666667,0.8725833333333334,,8.757653557633361,infer,imagenet,RasPi TPU
136,VGG16,CPU,Desktop,,,138357544.0,138357544.0,0.0,0.12093732461333274,0.0,12000.0,64.0,0.6763333333333333,0.8251666666666667,0.8670833333333333,0.9109166666666667,553.491728,7.991675456065275,infer,imagenet,Desktop CPU
137,VGG16,CPU,Laptop,,,138357544.0,138357544.0,0.0,0.16197541544834773,0.0,12000.0,64.0,0.6763333333333333,0.8251666666666667,0.8670833333333333,0.9109166666666667,553.491728,4.36844628338922,infer,imagenet,Laptop CPU
138,VGG16,NCS,Desktop,,,138357544.0,138357544.0,0.0,0.1714510501921177,0.0,12000.0,1.0,0.6771666666666667,0.8251666666666667,0.8668333333333333,0.9101666666666667,553.491728,2.8218289001578625,infer,imagenet,Desktop NCS
139,VGG16,NCS,Laptop,,,138357544.0,138357544.0,0.0,0.17148717631896337,0.0,12000.0,1.0,0.6771666666666667,0.8251666666666667,0.8668333333333333,0.9101666666666667,553.491728,2.6421080857672834,infer,imagenet,Laptop NCS
140,VGG16,NCS,RasPi,,,138357544.0,138357544.0,0.0,0.1773090573648612,0.0,12000.0,1.0,0.6771666666666668,0.8251666666666667,0.8668333333333335,0.9101666666666668,553.491728,2.836944917837779,infer,imagenet,RasPi NCS
141,VGG19,CPU,Desktop,,,143667240.0,143667240.0,0.0,0.15280822270115219,0.0,12000.0,64.0,0.6718333333333333,0.82375,0.8663333333333333,0.9094166666666667,574.7381439999999,10.18277656508802,infer,imagenet,Desktop CPU
142,VGG19,CPU,Laptop,,,143667240.0,143667240.0,0.0,0.20399256453911468,0.0,12000.0,64.0,0.6718333333333333,0.82375,0.8663333333333333,0.9094166666666667,574.7381439999999,5.49140002878978,infer,imagenet,Laptop CPU
143,VGG19,NCS,Desktop,,,143667240.0,143667240.0,0.0,0.20613987037208345,0.0,12000.0,1.0,0.6709999999999999,0.8240833333333333,0.8656666666666667,0.9081666666666667,574.7381439999999,3.3971479319823135,infer,imagenet,Desktop NCS
144,VGG19,NCS,Laptop,,,143667240.0,143667240.0,0.0,0.2061353528102239,0.0,12000.0,1.0,0.671,0.8240833333333333,0.8656666666666667,0.9081666666666667,574.7381439999999,3.154876659873704,infer,imagenet,Laptop NCS
145,VGG19,NCS,RasPi,,,143667240.0,143667240.0,0.0,0.21170676375428835,0.0,12000.0,1.0,0.6875,0.7708333333333334,0.8333333333333334,0.875,574.7381439999999,3.3873082200686135,infer,imagenet,RasPi NCS
146,Xception,CPU,Desktop,,,22910480.0,22855952.0,54528.0,0.11236998141805332,0.0,12000.0,64.0,0.7835,0.9095833333333333,0.9384166666666667,0.9638333333333333,91.973528,6.41081695436907,infer,imagenet,Desktop CPU
147,Xception,CPU,Laptop,,,22910480.0,22855952.0,54528.0,0.11496222416559855,0.0,12000.0,64.0,0.7835,0.9095833333333333,0.9384166666666667,0.9638333333333333,91.973528,3.1003174023290705,infer,imagenet,Laptop CPU
148,Xception,CPU,RasPi,,,22910480.0,22855952.0,54528.0,1.5206877999007702,0.0,12000.0,16.0,0.7738095238000001,0.9084821429,0.9404761905,0.9657738095,91.973528,16.727565798908472,infer,imagenet,RasPi CPU
149,Xception,NCS,Desktop,,,22910480.0,22855952.0,54528.0,0.2332638904452324,0.0,12000.0,1.0,0.7706666666666667,0.8988333333333334,0.93025,0.9566666666666667,91.973528,3.8360633290312074,infer,imagenet,Desktop NCS
150,Xception,NCS,Laptop,,,22910480.0,22855952.0,54528.0,0.23195732063055038,0.0,12000.0,1.0,0.7706666666666667,0.8988333333333334,0.93025,0.9566666666666667,91.973528,3.6072222009822608,infer,imagenet,Laptop NCS
151,Xception,NCS,RasPi,,,22910480.0,22855952.0,54528.0,0.24807483206192654,0.0,12000.0,1.0,0.770634127,0.89888994708,0.93027301588,0.95667195768,91.973528,3.9691973129908247,infer,imagenet,RasPi NCS
152,Xception,TPU,Desktop,,,22910480.0,22855952.0,54528.0,0.05861103695631027,0.0,12000.0,1.0,0.7241666666666666,0.8685,0.90325,0.9364166666666667,91.973528,0.9735080285746068,infer,imagenet,Desktop TPU
153,Xception,TPU,Laptop,,,22910480.0,22855952.0,54528.0,0.059370596667130786,0.0,12000.0,1.0,0.7241666666666666,0.8685,0.90325,0.9364166666666667,91.973528,1.0554160764439804,infer,imagenet,Laptop TPU
154,Xception,TPU,RasPi,,,22910480.0,22855952.0,54528.0,0.5553216437498729,0.0,12000.0,1.0,0.7241666666666666,0.8685,0.90325,0.9364166666666668,91.973528,8.968444546560447,infer,imagenet,RasPi TPU
